TDB企業コード,企業名,所在地,TDB産業大分類,決算期年,決算期月,従業員数,資産合計,流動資産,当座資産,現金・預金,売掛金,棚卸資産,その他流動資産,固定資産,有形固定資産,負債純資産合計,負債合計,流動負債,支払手形,短期借入金,長期借入金,純資産合計,株主資本,利益剰余金,営業収益,営業費用,売上原価,売上総利益,販売費及び一般管理費,役員報酬,給料手当,役員賞与,賞与,減価償却費,営業利益,営業外費用,経常利益,税引前当期純利益,当期純利益
10515926,株式会社　丸千代山岡家,01103_北海道札幌市東区,G_卸・小売業，飲食店,2010,1,245,4556427,611146,409554,409363,191,88176,113413,3945281,3066005,4556427,3125962,1619740,,20000,1402978,1430465,1429456,865062,7223968,6853039,1847316,5376652,5005723,73720,1097537,,,335608,370929,40669,393275,375168,207064
10515926,株式会社　丸千代山岡家,01103_北海道札幌市東区,G_卸・小売業，飲食店,2011,1,252,5095367,392983,179995,179752,243,104514,108472,4702383,3616407,5095367,3604900,1554685,,31000,1853524,1490467,1486316,939472,7952626,7695979,1978264,5974362,5717715,74820,1094814,,,448122,256647,45103,290018,227476,115560
10515926,株式会社　丸千代山岡家,01103_北海道札幌市東区,G_卸・小売業，飲食店,2012,1,282,5496216,526481,271980,271790,190,146556,107942,4969734,3823050,5496216,4223510,1746842,,,2233839,1272705,1267638,720794,8712310,8690975,2216254,6496055,6474721,76030,1228386,,,524664,21333,55862,57895,-166581,-178112
10538958,株式会社　シーエスアイ,01101_北海道札幌市中央区,L_サービス業,2010,9,129,3295521,2913819,2720598,1491660,1227000,105325,91868,381702,33962,3295521,764016,706256,,,8318,2531504,2537425,245026,3902105,3768464,2936163,965941,832301,65799,201122,,36611,5057,133640,9787,127434,132989,134386
10538958,株式会社　シーエスアイ,01104_北海道札幌市白石区,L_サービス業,2011,9,133,4044792,3399096,2965182,1530142,1433207,399380,34861,645695,157685,4044792,1279802,1214145,,,17423,2764989,2773800,500613,4389773,3970930,3321152,1068621,649778,86734,207858,,38642,6126,418842,1555,422213,425817,274104
10538958,株式会社　シーエスアイ,01104_北海道札幌市白石区,L_サービス業,2012,9,134,5155793,3147602,2498737,991373,1505531,603404,48763,2008191,336831,5155793,2252248,1458792,,,743278,2903545,2906800,690357,4814308,4422057,3735163,1079144,686894,96923,221080,,40147,14829,392250,4501,401999,384853,219053
10562846,株式会社　ソフトフロント,01101_北海道札幌市中央区,L_サービス業,2010,3,65,828174,669140,608967,335802,273165,1950,58959,159033,15635,828174,76465,76465,,,,751708,751708,-4615410,651849,913462,432221,219627,481241,41661,125114,,,2386,-261613,64,-261190,-289013,-291433
10562846,株式会社　ソフトフロント,01101_北海道札幌市中央区,L_サービス業,2011,3,62,845702,679712,669185,293789,375396,292,10988,165990,15058,845702,85522,85522,,,,760180,760180,-4606938,783215,772410,370621,412594,401789,43350,92397,,,2748,10804,14,11196,10892,8472
10562846,株式会社　ソフトフロント,01101_北海道札幌市中央区,L_サービス業,2012,3,60,808136,605448,589622,320036,269586,185,16125,202688,11990,808136,62725,62725,,,,745411,741687,-4625431,773205,786787,399000,374205,387787,50427,100540,,,2630,-13582,2555,-16073,-16073,-18493
10700773,株式会社　エコミック,01103_北海道札幌市東区,L_サービス業,2010,3,25,362850,320056,317230,285381,31849,,2969,42794,7189,362850,18715,18715,,,,344134,344300,68580,465562,426649,294829,170732,131820,31965,28874,,,,38911,21,40368,39424,20990
10700773,株式会社　エコミック,01103_北海道札幌市東区,L_サービス業,2011,3,22,400573,365652,363162,327231,35931,,2654,34921,11436,400573,29535,29535,,,,371038,371133,93753,466542,436655,304604,161937,132051,31710,28547,,,,29885,36,32594,56441,31891
10700773,株式会社　エコミック,01103_北海道札幌市東区,L_サービス業,2012,3,28,401317,366045,360968,323630,37338,,5336,35271,10601,401317,27791,27791,,,,373526,373690,94484,523647,512640,377670,145977,134970,31770,25951,,,3836,11006,,14447,14411,7488
10840504,株式会社　ロジネットジャパン,01101_北海道札幌市中央区,H_金融・保険業,2010,3,25,6784918,553900,44992,44992,,,508906,6231018,968,6784918,65348,24798,,,,6719570,6719570,764349,336256,167060,,336256,167060,,108888,,,741,169195,2404,170392,170392,161503
10840504,株式会社　ロジネットジャパン,01101_北海道札幌市中央区,H_金融・保険業,2011,3,27,6738050,432208,49033,49033,,,383173,6305842,79703,6738050,67243,30453,,,,6670807,6670807,771697,327192,182958,,327192,182958,,127849,,,1476,144233,3759,142545,140022,125962
10840504,株式会社　ロジネットジャパン,01101_北海道札幌市中央区,H_金融・保険業,2012,3,62,7612977,89026,33055,33055,,,55969,7523951,991233,7612977,955288,903518,,850000,,6657689,6657689,758841,461818,353989,96695,365123,257294,,208042,,,1613,107828,5316,102879,80582,78100
10882934,株式会社　ほくやく・竹山ホールディングス,01101_北海道札幌市中央区,H_金融・保険業,2010,3,97,35391000,470000,348000,348000,,,120000,34917000,,35391000,148000,122000,,,,35243000,35243000,739000,1329000,905000,,1329000,905000,,592000,,,,423000,4000,421000,421000,418000
10882934,株式会社　ほくやく・竹山ホールディングス,01101_北海道札幌市中央区,H_金融・保険業,2011,3,87,35664000,675000,505000,505000,,,167000,34988000,67000,35664000,206000,119000,,,,35458000,35458000,973000,1486000,925000,,1486000,925000,,573000,,,,560000,13000,577000,576000,555000
10882934,株式会社　ほくやく・竹山ホールディングス,01101_北海道札幌市中央区,H_金融・保険業,2012,3,75,35968000,967000,855000,855000,,,108000,35000000,62000,35968000,230000,152000,,,,35737000,35737000,1253000,1488000,840000,,1488000,840000,,489000,,,,647000,22000,639000,639000,581000
30012666,株式会社　ダイイチ,01207_北海道帯広市,G_卸・小売業，飲食店,2010,9,255,12307513,1898908,625405,495852,129553,773376,501625,10408604,8648411,12307513,7630322,3364723,,,3091142,4677190,4679089,3074034,27192495,26723572,20668360,6524135,6055212,149675,2351151,,,301096,468922,60178,435992,413087,231394
30012666,株式会社　ダイイチ,01207_北海道帯広市,G_卸・小売業，飲食店,2011,9,252,12561842,2111642,811565,685356,126209,799573,502001,10450199,8643778,12561842,7694641,3718557,,170000,2826957,4867200,4865103,3260094,27888424,27350676,21104452,6783973,6246224,132030,2397510,,,406468,537749,62234,502498,437668,246023
30012666,株式会社　ダイイチ,01207_北海道帯広市,G_卸・小売業，飲食店,2012,9,261,12599165,2088303,759865,603770,156095,810537,519399,10510861,8484059,12599165,7555381,3705545,,,2538026,5043783,5050883,3445874,29640624,29052323,22445107,7195518,6607216,132440,2567296,,,417185,588301,56840,555776,516990,245742
50028467,株式会社　ツルハホールディングス,01103_北海道札幌市東区,H_金融・保険業,2010,5,62,51165000,5834000,4087000,955000,132000,,1744000,45331000,26000,51165000,290000,281000,,,,50875000,50501000,3971000,3306000,1278000,,3306000,1278000,132000,476000,,,,2027000,,2104000,2105000,1914000
50028467,株式会社　ツルハホールディングス,01103_北海道札幌市東区,H_金融・保険業,2011,5,69,52070000,6266000,5697000,1799000,98000,,566000,45803000,25000,52070000,318000,310000,,,,51751000,51331000,4798000,3904000,1409000,,3904000,1409000,128000,521000,,,,2494000,,2559000,2421000,2368000
50028467,株式会社　ツルハホールディングス,01103_北海道札幌市東区,H_金融・保険業,2012,5,68,53700000,9394000,7222000,1086000,36000,,2170000,44306000,19000,53700000,1518000,1509000,,1120000,,52182000,51597000,5881000,4861000,1449000,,4861000,1449000,106000,535000,,,,3412000,3000,3457000,3212000,3005000
50091095,株式会社　ホーブ,01570_北海道上川郡,G_卸・小売業，飲食店,2010,6,43,1338184,809724,729745,430469,299276,75843,20991,528460,324571,1338184,232488,205232,,,,1105696,1105882,252382,3818797,3742571,2940662,878135,801909,101332,127794,,18765,14234,76225,1481,79898,79866,51270
50091095,株式会社　ホーブ,01570_北海道上川郡,G_卸・小売業，飲食店,2011,6,45,1252606,736805,668253,377403,290850,61040,22795,515800,309004,1252606,192636,161121,,,,1059969,1060159,206659,3750616,3741990,2951440,799176,790550,96930,125414,,17028,14368,8625,1435,21143,13966,3807
50091095,株式会社　ホーブ,01570_北海道上川郡,G_卸・小売業，飲食店,2012,6,42,1196100,682790,484885,192794,292091,47090,170331,513309,287796,1196100,199189,163464,,,,996910,997316,143816,3517883,3550400,2768093,749789,782307,85905,134556,,16642,13629,-32518,81,-16619,-16659,-13312
60022000,北海道中央バス　株式会社,01203_北海道小樽市,J_運輸・通信業,2010,3,1788,24863622,4127063,3867269,2865405,952139,68926,191518,20736559,16504186,24863622,4526055,1926841,,,,20337567,20064534,17894437,21343786,20506463,19663793,1679992,842670,115179,236744,,70755,44710,837321,920,914731,554168,310297
60022000,北海道中央バス　株式会社,01203_北海道小樽市,J_運輸・通信業,2011,3,1785,24966570,3776069,3407156,2278617,929882,85618,283481,21190500,17241337,24966570,4559002,1812972,,,,20407567,20194548,18039222,21186399,20571168,19720370,1466029,850798,115999,236912,,74100,42854,615230,433,707891,542077,291283
60022000,北海道中央バス　株式会社,01203_北海道小樽市,J_運輸・通信業,2012,3,1774,27365486,5574150,4770502,3598243,1023059,85349,720334,21791336,17556435,27365486,6700939,4092431,,,,20664546,20526404,18404969,21711638,20939117,20040319,1671318,898798,126144,248700,,78668,37379,772519,239,858745,834048,511932
70006430,株式会社　カナモト,01101_北海道札幌市中央区,L_サービス業,2010,10,1355,97729834,32664008,30750655,18067374,10289247,1418643,749170,65065825,56283815,97729834,60640165,39860013,8987870,12000000,12349000,37089669,36935664,16303040,58083784,55545754,41956391,16127393,13589363,66745,5462976,,981366,915384,2538030,640923,2370616,2175617,1032626
70006430,株式会社　カナモト,01101_北海道札幌市中央区,L_サービス業,2011,10,1325,104579320,34660310,31876589,17761176,11539603,1711650,1293565,69919010,61462702,104579320,66667549,39389046,9114892,10000000,15648000,37911770,37711937,17079711,60906911,58087639,44271616,16635295,13816023,71993,5580477,,1049765,811854,2819272,632603,2598985,2754814,1433366
70006430,株式会社　カナモト,01101_北海道札幌市中央区,L_サービス業,2012,10,1399,112372313,35883635,31873457,15947592,12960369,2961416,1250359,76488677,67528634,112372313,72419742,35413909,10421466,,20575500,39952570,39616391,18986436,69091722,63416307,48797718,20294003,14618589,85342,5942930,,1251186,739770,5675414,1506968,4825904,4762012,2563403
70025211,株式会社　ナガワ,11103_埼玉県さいたま市大宮区,L_サービス業,2010,3,396,32106000,11185000,8493000,2853000,2743000,2464000,234000,20920000,19570000,32106000,4915000,4666000,,,,27190000,27182000,20438000,19402000,18972000,12927000,6475000,6045000,80000,1601000,,,249000,430000,10000,567000,545000,232000
70025211,株式会社　ナガワ,11103_埼玉県さいたま市大宮区,L_サービス業,2011,3,371,31535000,11675000,9505000,4249000,2601000,1885000,293000,19859000,18635000,31535000,4354000,4058000,,,,27180000,27175000,20431000,18458000,17803000,12219000,6238000,5584000,92000,1527000,,,218000,653000,4000,795000,651000,297000
70025211,株式会社　ナガワ,11103_埼玉県さいたま市大宮区,L_サービス業,2012,3,385,35877000,16671000,14832000,7527000,3498000,1297000,549000,19205000,18130000,35877000,7050000,6814000,,,,28826000,28820000,22219000,24803000,20859000,15131000,9672000,5728000,111000,1617000,,,192000,3944000,1000,4069000,3958000,2092000
80003861,株式会社　テーオー小笠原,01202_北海道函館市,G_卸・小売業，飲食店,2010,5,626,29712352,14251864,4186061,315269,3765043,8091305,2673154,15460488,9948983,29712352,23381818,19300811,2531730,10914183,3128090,6330534,6434568,3061952,31607774,31642310,25886882,5720887,5755428,105535,1886016,,199727,332599,-34541,326287,-27641,-2478516,-2854540
80003861,株式会社　テーオー小笠原,01202_北海道函館市,G_卸・小売業，飲食店,2011,5,611,28342547,13750041,3258512,429922,2612118,8665472,2575662,14592505,11956402,28342547,24891125,20343626,2778449,12916548,3384556,3451421,3502142,953310,31500464,31308349,25754305,5746157,5554044,56672,1878604,,231738,369473,192112,369388,170116,-402366,-377388
80003861,株式会社　テーオー小笠原,01202_北海道函館市,G_卸・小売業，飲食店,2012,5,560,26587490,12430375,3061685,377339,2583062,7694915,2439717,14157114,11780246,26587490,23232856,18293301,2503853,10946100,3746042,3354633,3555734,1006923,29603223,29393969,23589304,6013914,5804665,66385,1912538,,242703,363803,209248,328238,162833,159744,72549
90050328,株式会社　フジタコーポレーション,01213_北海道苫小牧市,G_卸・小売業，飲食店,2010,3,146,6853984,2107693,1207765,916276,291489,665779,234666,4745277,3072971,6853984,6368394,2823118,,370000,3265115,485589,458565,22709,8346884,8212959,3530929,4815955,4682030,53475,1773237,,,267169,133925,211885,33307,19716,22709
90050328,株式会社　フジタコーポレーション,01213_北海道苫小牧市,G_卸・小売業，飲食店,2011,3,148,6654087,2171623,1292481,1064839,227642,648742,230397,4482130,2959651,6654087,6178836,2787856,,442000,3181927,475251,465258,29403,8311643,8212542,3559859,4751784,4652683,56120,1740645,,,236048,99101,218173,9026,19569,11151
90050328,株式会社　フジタコーポレーション,01213_北海道苫小牧市,G_卸・小売業，飲食店,2012,3,153,6529740,2300306,1443067,1138997,304070,683682,173554,4226105,2798553,6529740,6175275,2603395,,371834,3051762,354464,336764,-99091,8189110,8111506,3417880,4771230,4693626,56098,1753066,,,221983,77603,218533,6257,-91635,-124036
100005304,株式会社　植松商会,04103_宮城県仙台市若林区,G_卸・小売業，飲食店,2010,3,91,3660804,2606116,2399907,507918,1302245,185623,22759,1054688,369814,3660804,1369944,1254360,457951,,,2290860,2407741,222284,4428051,4589666,3811488,616562,778178,49824,349981,,,14744,-161615,2288,-115515,-167395,-244608
100005304,株式会社　植松商会,04103_宮城県仙台市若林区,G_卸・小売業，飲食店,2011,3,87,3621156,2622673,2412167,408417,1349738,218673,23998,998483,336499,3621156,1397572,1271184,425163,,,2223583,2297091,111799,5477688,5467910,4721498,756190,746412,47112,333463,,,15008,9777,3884,59955,-92692,-98894
100005304,株式会社　植松商会,04103_宮城県仙台市若林区,G_卸・小売業，飲食店,2012,3,86,3981759,2886774,2673383,518952,1515212,197396,20960,1094985,357714,3981759,1591144,1479667,649202,,,2390614,2391301,206130,5933354,5895366,5145969,787385,749397,50638,334135,,,17320,37987,6249,86742,101789,94330
